payers_tin,recipients_tin,payers_name,payers_add,payers_city,payers_state,payers_cont,payers_zip,payers_phn_no,recipient_name,rec_street,rec_cit,rec_stat,rec_cont,rec_zip,rec_acc,one_a,one_b,two_a,caledar_year,two_b,two_c,two_d,two_e,two_f,three,four,five,six,seven,eight,nine,ten,twle,trten,forten,fiften,sixten,company_name,coid
914 71-0041,956-81 1131,Sakil Charter,"72466 Jose Ville Apt. 569
East Christina, PR 82943",Lafayette,Iowa,Lithuania,91014,(681)432-9692,Garage Garage,55795 Flynn Port,Boulder,New York,Saint Vincent and the Grenadines,16203,DIOX62190861481147,24579.19,64383.85,93586.52,1994,86567.61,83974.15,72828.24,77741.39,53573.31,69668.22,60029.89,82134.9,69162.27,86938.36,US,76933.6,95022.81,84961.62,73049.42,TN,232-11-6431,15923.49,DoorDash,DASH
913-74-7721,922-83 5699, কানামাছি মিথ্যা,"29632 Randall Lock Suite 068
Lake Codyberg, WI 47453",Providence,Iowa,Moldova,7022,+1-882-807-1632,Jessica Miller,431 Johnson Camp,Miami,Ohio,Latvia,46019,BJJO89733146802328,2170.15,6335.27,91824.47,2009,11563.25,68071.04,72453.56,90750.17,21130,17608.79,43364.54,58158.59,33758.2,19994.5,US,93843.13,56681.34,23104.89,85727.05,NC,204-99-8137,42278,Fortinet,FTNT
954 73 0515,921 87-6290,Udvash Unmesh,"56606 Swanson Road Apt. 222
Odonnellport, NY 48584",Surprise,Connecticut,Iran,12962,001-959-741-3070,Ronald Mccarroll,4510 Richard Terrace,Folsom,New Mexico,Sao Tome and Principe,79198,MCWT96706285869886,50772.71,78112.47,27260.09,2021,4023.42,33869.96,61360.55,7439.75,28912.06,65155.79,54456.04,14125.89,98992.84,12370.79,US,65528.39,81678.14,61765.94,61665.24,IA,316-14-0019,73330.03,Constellation Energy,CEG
912-77-2163,935-72 0706,Aml S As,"61905 Elizabeth Meadow
Port Stacyborough, CO 10756",Daly City,Delaware,China,27983,001-664-894-1295,Ajay Kumar,963 Kelly Ford Suite 884,Las Cruces,Arizona,Armenia,15838,UYFY20045851609816,63729.02,4942.75,42547.35,1995,22180.58,41439.68,87439,6294.71,54351.55,12664.93,83391.4,18516.13,27280.48,81412.13,US,28519.64,31674.18,4463.77,4747.62,VT,012-25-8675,56762.97,Hilton Worldwide,HLT
955-70-4717,986-71 2542,Trey Condon,"514 Hughes Branch
Amandaburgh, TN 64062",Topeka,Vermont,Togo,20875,001-905-794-8021,Jeanie Nieto,2089 Amy Alley Apt. 738,Worcester,Arizona,Mexico,52904,AQHZ96054533364575,94856.53,16813.95,21512.74,2019,60877.15,67029.63,56181.11,32240.64,28670.21,32024.95,92567.62,73766.81,37426.59,84057.12,US,8481.42,97882.21,15931.31,64870.54,IN,796-45-4419,13997.03,Carrier,CARR
947 71-7815,941-75-6648,Jihad Shammari,"43228 Williams Summit
East Emily, KY 32798",Shreveport,Nevada,Belarus,67194,760-261-0009,Kevin Johnson,782 Anthony Inlet,Pasadena,Pennsylvania,Saint Vincent and the Grenadines,55288,AEFO36692114868267,56024.57,68388.66,33132.19,2002,39577.36,55301.06,75778.15,65987.29,53085.71,39988.66,92965.48,91578.01,87284.32,53411.36,US,85863.31,19034.72,81842.06,92149.2,MP,467-64-5168,25519.9,Block,SQ
924 75 1382,964 76 2100,Muhammad Ayub,"63212 Tricia Pine
Port Jason, NC 40903",Rancho Cucamonga,New York,Ukraine,67895,661-227-1861,Andy Andras,96904 Stephanie Fork Apt. 662,Centennial,Montana,Taiwan,59891,KLBH85346543349951,5077.63,76635.91,11937.27,1996,34082.51,3385.95,69150.79,65945.92,90814.64,32137.73,78131.83,68136.33,36927.71,14787.62,US,54718.24,12088.14,34488.43,29051.09,MI,024-86-7452,79083.31,MetLife,MET
934 88 1296,942-81 4653,Nicki Sanders,"0561 Mindy Port
Wheelerfurt, MD 37020",Bend,Texas,Gabon,99877,+1-649-224-3729,Mickey Slaughter,2674 Noah Underpass Apt. 564,Macon,Idaho,Paraguay,27038,CQKT66426232512328,72107.17,8417.47,45815.41,2015,37682.18,21507.25,67952.21,37904.42,37682.66,76597.68,65716.92,6269.84,18936.33,16176.67,US,29349.52,76799.96,6020.34,55519,MT,655-11-8596,30900.1,Welltower,WELL
990 85-8996,945-86 1518,Millie Hale,"99258 Cohen Run
Port Derrick, MA 01255",Palmdale,Montana,Belarus,82817,779-928-2080,Colton Schapatone,56833 Diaz Passage Suite 830,Waterloo,Maine,Lebanon,11353,WZTG66089238578738,12989.59,40192.46,61582.29,1990,74076.53,77807.79,79192.23,20111.62,64673.98,45495,51097.13,97987.35,67423.06,60659.2,US,38798.81,52740.67,97667.32,91981.95,MS,301-50-6274,42714.27,American International Group,AIG
918 86 4615,908 71 9432,Michelle Thibault,"770 Robert Vista
Grantstad, NY 41152",Shreveport,North Carolina,Barbados,91518,680.343.7687,Taquetta Rivers,186 William Locks Suite 618,Tulsa,Utah,Belize,83065,WDOX18801849143912,37501.46,42847.36,67148.89,2008,13675.03,41597.9,36865.25,52900.65,91165.05,42345.02,62492.84,23743.65,69311.96,8896.75,US,38240.17,50698.96,63793.32,26989.63,IN,665-28-0813,9995.18,D. R. Horton,DHI
998-89-1016,906-87 5277,محمد احمد,"79430 Riddle Shoal Apt. 382
Lake Lisa, SD 24192",Lexington,Washington,Togo,59221,(600)521-3387,Myria Williams,7350 Michael Divide Apt. 129,Bloomington,Connecticut,Jordan,7659,XKFQ86462748085517,563.56,41727.33,89174.53,2008,85728.96,83187.48,2982.82,99558.93,4807.98,29635.36,10610,40349.41,96178.48,14504.67,US,34499.62,83841.75,20079.46,3488.42,OH,080-46-3512,29318.54,Energy Transfer Partners,ET
911-80-0742,937-85 2880,Myria Williams,"9150 Nelson Shore
North Jeremy, PR 79734",Fremont,North Dakota,Sweden,10671,+1-364-454-9756,Corinne Laprairie,92289 Dixon Ridge,Pearland,Colorado,Taiwan,75670,NLUG81689523177024,40614.29,23356.12,3576.13,2010,49803.6,86318.69,24670.33,4125.75,41070.4,22712.72,72501.15,82471.95,93130.87,50059.26,US,51711.63,23942.61,96574.67,17883.3,PA,259-77-3561,97772.65,The Travelers Companies,TRV
958 72 4176,948-89 9511,Gabriele Osterhagen,"25500 Samuel Union Suite 364
South James, RI 58932",Norman,Alaska,Bolivia,17554,(230)640-3476,Jayy Johnson,52100 Christopher Prairie Apt. 087,Bloomington,New York,Guyana,60108,PZOS23081840943675,43042.32,41213.54,75762.09,1993,6575.9,39612.62,2571.1,31949.57,26018.11,77724.79,32546.15,77241.5,43887.87,11683.26,US,79939.66,59964.92,31599.58,33368.67,AZ,839-42-5918,75683.27,DexCom,DXCM
958-75-2495,912 73-3342,ملاك زادي,"4537 Ryan Knolls Suite 620
West Cindyfurt, OH 87259",Thousand Oaks,South Carolina,Estonia,1899,(804)271-9723,Trey Williams,5585 Dawson Ramp,O'Fallon,Arkansas,Cabo Verde,10471,WADV83231058169035,69967.1,64411.45,90298.52,2013,16510.05,88292.09,42483.97,11203.02,95347.57,62587.1,21993.91,166.04,77031.68,24529.18,US,9719.62,57299.36,93276.26,45833.34,PW,581-32-4060,2928.88,Public Storage,PSA
938-85 2512,940 74-3454,مريم خالد,"8645 Anderson Mission Apt. 790
Port Jessica, PA 62822",Everett,Texas,Bangladesh,78798,(464)877-9257,Jeremy Miller,5649 Carter Trail Suite 847,Visalia,New York,Panama,10612,EIWU43522643625053,74122.12,15307.09,13825.76,1995,19864.36,72975,89880.25,78310.46,9148.61,87003.16,67282.54,27016.73,87134.52,34831.63,US,6058.67,86309.79,77865.89,97823.05,NC,284-49-1157,63155.85,Ross Stores,ROST
920 81-7521,915-75 4503,احمد محمد,"5753 Julia Port Apt. 368
North Stephanieville, ND 29097",Bellflower,Utah,Montenegro,33496,+1-628-500-6125,Gonzales Gricelda,454 Dana Cliffs,New Britain,Wisconsin,Barbados,92021,DMQY32781136633612,61864.47,65720.76,32137.95,2019,86399.92,33767.71,45315.15,89606.72,76963.6,11486.35,36560.37,81686.11,88590.86,8905.99,US,57440.78,59204.01,67350.53,29958.96,OR,352-62-2251,22167.23,Microchip Technology,MCHP
900-76 9265,901 73-5896,Joseph Gesus,"2997 Mackenzie Ridge
Sanchezshire, IN 33689",Montgomery,Maine,Denmark,92021,625-986-1262,Briana Norrias,8696 Moore Plain,Arlington Heights,Virginia,Panama,43588,ZNJH86850322907313,83168.4,91121.93,18423.49,2002,66719.59,65696.59,64622.71,29307.36,54932.13,93197.9,594.52,16121.92,49030.99,73261.97,US,50991.79,73319.22,35450.9,16583.44,GA,288-34-9599,2371.13,Ford,F
936-71 7255,943 75-1349,علي علي,"Unit 3123 Box 5944
DPO AE 29237",Rancho Cucamonga,Delaware,Bhutan,72988,(407)219-3737,Jane Doee,53578 James Hill Apt. 043,Missouri City,Arizona,Dominican Republic,68152,KCPZ38800097282587,11371.68,84594.34,37696.77,1993,39100.02,15427.35,28090.69,64355.76,93307.86,71876.3,24459.65,97415.79,78679.56,6357.07,US,95671.83,45804.96,36075.59,49753.75,IA,074-70-7476,92105.54,W. W. Grainger,GWW
943 86-7606,984-86 9207,Nik Pik,"79723 Harris Rest Suite 438
Henryview, MT 85666",Memphis,North Dakota,Tanzania,16688,001-986-975-1953,Karrington Matthews,6361 Fernandez Run,Hesperia,Utah,Armenia,91705,QRYP72179310102733,7589.8,15482.57,99502.77,1994,33020.64,1735.23,84597.1,98931.61,63612.89,3281.99,38555.55,93997.95,67854.28,57845.19,US,62245.83,51211.43,94829.8,72199.3,FM,802-74-6659,61429.61,Aflac,AFL
958-89 3894,900-84 9734,واحشني زماني,"143 Gary Harbor
Kevinside, FM 61904",Newark,Montana,Kenya,64622,530-684-5686,Robert Pierson,1041 John Junctions Suite 712,League City,South Carolina,Togo,59155,QGNX03489867698802,10241.99,94795.2,92517.79,2007,86951.79,90081.47,98229.18,96476.34,89425.66,66041.71,12072.08,60040.77,16358.93,84326.5,US,29552.32,43092.67,60191.25,14661.22,KY,465-14-6643,2132.98,Truist Financial,TFC
941 81 8844,914 71-4318,Golu Golu,"1231 Michael Parks Suite 840
Lake Rodney, MD 05021",Bryan,West Virginia,Samoa,42170,+1-220-813-6859,Adam Stanga,64759 Thomas Tunnel,Rio Rancho,New Mexico,Portugal,15658,WYSH61279829385738,68496.21,38426.98,37778.07,2000,42796.15,2117.7,51079.02,51480.38,56799.15,78489.79,4352.33,28813.49,78920.73,77806.23,US,18088.47,50842.57,49497.14,33321.89,AL,605-84-6583,40243.74,Constellation Brands,STZ
985-73 0363,961 85-3214,آيہهہم آلعہيہسہئ,"PSC 7513, Box 4902
APO AP 42293",Corona,Minnesota,Bolivia,61549,364-257-3103,Chardi Williams,1745 Williams Park Apt. 558,Evanston,Vermont,Syria,55421,ORLW83019367685480,87401.33,75763.48,87992.18,2013,81242.57,13117.9,10883.86,44220.89,434.76,64856.42,12238.77,51021.13,67256.91,92919.92,US,81524.08,74456.05,96514.75,91287.54,OR,805-29-3989,75818.78,Old Dominion Freight Line,ODFL
959 75-9556,941 88-0653,Barbara Souza,"5342 Diane Parks
Bowersland, DE 68570",Escondido,Maryland,Albania,82017,+1-925-282-8861,Tyquincia Lockett,422 Vasquez Estate,Garden Grove,Missouri,Guinea,32717,YUZO18837351632108,68408.58,37934.5,71290.02,2011,3419.09,62957.98,85297.17,18976.46,19453.66,84178.4,33852.07,21108.66,83464.85,15137.92,US,36202.71,8471.14,42329.84,51127.91,NY,623-85-4142,98341.98,Cencora,COR
906 81 9587,924-83 8247,Geetu Pol,"62827 Kendra Coves
Roblesfurt, FL 03832",Rialto,West Virginia,United Kingdom,49962,001-724-381-2229,Kelvin Wright,199 Samantha Fall Suite 364,San Buenaventura (Ventura),Maryland,Kazakhstan,28325,DVDE41244326587117,97875.54,65995.82,66590.7,2018,14541.12,84371.15,20604.27,5884.85,92894.32,26060.86,57345.18,73624.59,23966.59,87360.57,US,17707.5,11507.82,68544.32,75394.7,SC,582-12-1161,48713.16,Crown Castle,CCI
970 70-4024,931 85 6107,ألاء علي,"95768 Megan Burgs
Heatherside, CO 14675",El Cajon,Idaho,Mauritius,48790,4899735597,Chris Morgan,193 Robert Cove,Oklahoma City,Oklahoma,Oman,78960,KFVR87050063920180,37301.91,71618.09,80095.08,2008,61626.56,1624.26,18938.9,49485.21,90639.16,58808.23,22148.34,96955.17,39065.56,19971.4,US,24804.71,92958.07,54702,28230.23,OR,740-41-5262,63307.63,General Motors,GM
921-86-9808,907 71-6272,Cory Steps,"36659 Robert Isle Apt. 190
Michelletown, MI 83419",Bloomington,Virginia,Argentina,68831,001-903-913-1471,Holly Hand,12061 Monica Islands,Longview,Minnesota,Monaco,40260,JUBK83342814788525,18067.68,16911.29,39741.51,1990,46450.94,55948.44,71231.09,1653.93,40456.82,21424.27,83023.6,532.43,4675.68,66670.81,US,73655.4,30377.38,38602.52,46118.81,NJ,737-62-3471,34901.71,IQVIA,IQV
989 85-4663,941-74 7688,Wayne Tanner,"PSC 1693, Box 0062
APO AA 25559",Elizabeth,Wyoming,Latvia,40657,001-533-710-9336,Codyy London,995 Thomas Knoll Apt. 155,Nashville,Vermont,Tonga,90558,WKQP84605468104980,70443.34,19111.18,72194.95,1999,6380.68,98330.79,78714.35,68561.18,98242.52,66784.38,5576.37,95061.86,91870.8,35170.97,US,13510.62,63839.86,31356.64,23284.11,AK,188-73-0539,78797.52,Hess,HES
969 86-8606,953 88-5529,وليد أحمد,"3549 Justin Track
Lake Blake, DE 82440",San Buenaventura (Ventura),Delaware,Maldives,36615,579-886-9222,Peedy Willis,70277 Charles Run,Surprise,West Virginia,Sao Tome and Principe,59092,TNST62919965667147,91537.43,98363.15,19150.3,1996,99848.73,84602.31,99193.56,38075.89,8882.54,68740.24,4059.41,30922.98,71051.38,54997.28,US,95458.69,49362.99,26749.59,63685.48,IA,540-54-0214,70305.16,Digital Realty,DLR
928 81 3409,921-77 2667,Priya Rani,"60366 Jackson Curve
East Courtney, MI 13613",Carmel,Missouri,Sao Tome and Principe,44668,001-856-850-6925,Liv Howlett,414 Potts Stream Apt. 924,Phoenix,California,Saint Kitts and Nevis,8900,QMLR56539875472925,84731.99,58681.1,23302.64,1997,99725.73,55109.19,83965.83,81916.2,45568.62,8053.87,45113.52,65182.43,39215.99,58834.69,US,83909.65,67615.56,95816.42,85845.87,IN,383-38-0276,77443.95,United Rentals,URI
949 79 0564,995 80 1587,Hussy Khan,"343 Jeremy Extensions
Mcgrathfort, WI 44828",Arlington,West Virginia,Norway,24094,699-629-8957,Duera Julone,9749 Sonia Dam,Tulsa,Oklahoma,France,2844,TZPA34606908200035,48833.27,51011.5,41688.25,2016,36037.18,48929.19,9080.59,50929.07,6002.96,46152.96,8556.02,76822.51,50036.96,84821.4,US,14965.44,91205.98,18425.74,4092.95,LA,265-16-4927,14957.46,Interactive Brokers,IBKR
992-89-1789,950-73-8994,Martine Vail,"6005 Evans Trafficway
South Mary, VT 40261",Stockton,Arkansas,Burkina Faso,80653,911-962-2754,Bijili Bijili,214 Sarah Summit,Appleton,Idaho,Ukraine,89935,QWLN38770299259066,3124.14,45771.78,24288.13,2015,22783.88,74891.81,91421.34,28893.68,11582.59,77069.5,39066.09,10238.93,95003.37,51347.9,US,49611.98,47462.05,34640.38,4135.16,WA,580-76-1491,96875.68,Lennar,LEN
970-79-6669,958-85 7945,Courtney Robinson,"USNV Harris
FPO AE 59626",Mission Viejo,Oregon,Benin,15554,(399)692-8707,Brandon Tullier,59726 Brittany Circle Suite 906,Chino Hills,North Carolina,Venezuela,35485,UYAH90862291710199,68553.6,32543.88,79160.96,2022,59877.21,69757.37,24078.2,31880.32,75205.03,74196.35,73865.51,32849.27,82479.64,52361.23,US,36063.56,32471.29,76928.01,54845.88,WY,369-84-5386,4731.2,IDEXX Laboratories,IDXX
983-74 4930,969-70 1427,Johnathon Vallery,"1357 Gregory Key Suite 883
New Christineton, NH 52805",Newport Beach,Texas,Solomon Islands,84198,321.899.5678,Antonio Saldivar,404 Coleman Passage,Indianapolis,Iowa,Somalia,16465,USVB66201198608232,61608.27,74748.43,8744.33,2014,7331.48,90635.99,15942.56,40002.58,68780.34,59755.56,69401.51,2254.3,29218.25,60703.38,US,88844.83,12823.59,98714.03,37810.31,VT,193-18-6128,60876.52,Oneok,OKE
951 79-4831,992 81-5791,Brigitte Claudia Roux,"3656 Samuel Mill
Mirandaport, NC 37107",Baltimore,Oregon,Lesotho,98182,001-377-723-5488,Ye Htut Win,23223 Paul Mountain Apt. 701,Port St. Lucie,Idaho,Eswatini,45935,FAZC19783945607064,23360.17,25801.69,68959.98,1998,92137.73,29306.38,22424.14,35324.07,7353.68,10133.53,63329.51,95693.76,80594.72,43971.4,US,33522.73,66935.65,77098,6245.16,NY,067-18-7763,7584.54,Williams Companies,WMB
980-81 3421,948 74 7296,Brenda Jones,"7822 Cohen Springs
Smithmouth, OH 91248",Mount Vernon,New York,Sweden,5130,952.314.3457,Alexandra Turner,2753 Yvonne Pines Apt. 701,Lawton,Illinois,Equatorial Guinea,73899,TVWQ96663219928779,37354.12,60099.28,21792.77,1998,65441.32,16643.46,59226.25,28977.4,81060.49,43946.31,57254.65,83447.92,44003.66,21849.64,US,1406.77,90779.87,84712.52,65771.43,NM,791-06-7829,18284.92,Realty Income,O
906-72-3513,981-76-4307,Julica Royz,"13087 Jones Shore Suite 917
North Corey, SD 24157",Kansas City,Connecticut,Canada,67953,(692)275-6541,Jamie Fauche,925 Sarah Walk,Gainesville,Missouri,Somalia,30816,KQEC38489132925141,50452.53,33658.45,14703.46,2010,25891.08,28024.54,46451.48,50032.75,34679.47,77803.71,17588.58,37245.97,63193.02,30790.65,US,27039.08,69222.63,78737.33,93534.83,NM,609-83-3584,82401.44,Sempra Energy,SRE
900 78-3001,972-79-1082,Kala ,"Unit 6086 Box 6248
DPO AE 97280",Livermore,Louisiana,Guinea,80858,331.441.3376,Haylee Bell,48197 Ashlee Plaza Apt. 958,Victorville,Nebraska,Bolivia,74454,TTRZ25173364589518,87251.51,65049.9,83715.32,2000,54239.16,16880.33,50306.99,43660.35,12992,5138.4,38300.96,74513.49,88828.81,49807.07,US,53423.35,81377.82,9741.35,72618.04,OR,630-24-8245,92596.9,Grayscale Bitcoin Trust,GBTC
920-81 0359,928-77 1125,Jalil Franklin,"6299 Robertson Parks
South Shawnport, NJ 39206",Providence,Georgia,Tanzania,52904,(543)555-9283,Alexia Bell,58060 Adams Parkway Suite 340,Knoxville,Arizona,El Salvador,70056,LTJK74860381844878,85987.36,13601.82,75638.72,1996,12410.11,21335.61,938.49,46212.95,66053.6,99566.48,88111.05,11749.22,5645.85,64735.74,US,30933.94,45205.92,23597.21,37026.48,FM,312-02-8925,36002.95,Nucor,NUE
906-75 5128,979 72 8689,Rony Cambrian,"USNV Owens
FPO AE 90584",Macon,Colorado,Paraguay,64999,001-541-395-8469,Breuna Dozier,68016 Hodges Fort,Montgomery,Alaska,Guinea-Bissau,86486,SGMQ79206163465114,78927.47,51475.78,53047.42,2014,47058.49,64473.94,62078.59,96179.69,99666.65,95253.17,51106.62,75848,68535.82,70453.57,US,98879.91,77427.19,48450.25,67883.8,NV,804-66-1383,48070.44,MSCI,MSCI
934 86 0564,958-89 3894,Judy Mills,"180 Brent Grove
Danielleshire, OK 12163",Laredo,North Carolina,Papua New Guinea,4408,001-340-330-9706,محمد احمد,96678 Hebert Run,Mesa,Colorado,Brazil,32829,RXBZ32307429121450,69122.85,81468.11,25697.78,2021,26777.75,35669.3,10655.33,3015.77,95240.93,56725.67,11621.17,74679.71,23856.53,85829.6,US,27010.22,50679.16,21443.33,48372.67,MO,529-24-1148,90332.55,Paychex,PAYX
910 88-1008,949 72 7580,Yanna Blango,"656 Carl Shoal Suite 821
West Crystalborough, ME 89121",Nampa,Wisconsin,Timor-Leste,20007,348.549.6788,Cade Bourgeois,399 Hicks Cliffs Apt. 434,Torrance,Hawaii,Togo,63336,ASIB75554783683195,18429.29,4255.45,39902.03,2013,82779.78,46743.77,71316.11,46649.68,27677.96,75324.82,66605.76,323.8,55687.47,79019.63,US,91278.12,69720.18,23364.54,38830.98,OH,098-18-6672,74252.83,Waste Connections,WCN
925-77 5314,902 89 8664,Yunita Sari,"USS Reed
FPO AP 23646",Aurora,New Mexico,Antigua and Barbuda,89788,582.638.2471,Michelle Thibault,835 Lisa Fort Apt. 949,Meridian,Vermont,Sri Lanka,78306,JZQL30945753278981,60551.97,4899.93,40124.9,2014,81250.71,76235.96,54588.25,91742.46,28171.32,8744.14,53960.78,95522.28,28087.77,92104.33,US,32409.57,64760.8,69155.1,73032.95,MD,788-39-6352,71078.51,Fastenal,FAST
996-83 5633,959 75-9556,Seth Hardgrave,"211 Knapp Pass
New Derrick, NC 74302",Carmel,New York,Italy,20583,601-569-8060,Brittany Foreman,4492 Smith Falls Apt. 746,Macon,Wyoming,Dominican Republic,17547,AWYY87162312389734,50715.73,77316.42,50422.98,2022,84338.58,42218.3,51081.92,36180.85,27698.06,27581.43,31409.02,49448.56,16496.27,41702.55,US,31715.21,8777.66,59549.82,32644.53,NC,876-33-1496,12672.27,American Electric Power,AEP
932-85-2883,990 72 3723,Gskabsu Gdkabzia,"106 Rogers Islands
Cartermouth, MA 78082",Greenville,Massachusetts,Uganda,66903,800-985-6978,Patrick Olivier,7146 Sweeney Neck,San Jose,Wyoming,Turkey,21043,NPGA39875565278143,85134.71,4906.58,742.13,1998,2245.97,21008.13,51211.31,47442.61,95993.07,58756.4,44021.5,98923.19,68411.29,784.35,US,47977.02,9893.97,43859.33,41170.88,NH,269-58-1959,92881.2,Agilent Technologies,A
907-89-0751,997 82 2197,Suman Roshan,"3277 Eugene Groves Apt. 261
Andrewside, ID 49018",Cary,Florida,Bolivia,85660,287-835-7741,Richo Robinson,3980 Dawn View Apt. 461,Norman,Florida,Guinea,48043,QVHK26028799355592,31018.96,81432.52,79187.08,1994,10291.82,78927.31,22835.03,73110.47,19162.59,20070.69,4935.9,75406.88,3784.89,87061.15,US,63848.03,62854.16,8869.37,22505.01,PW,654-68-7603,17579.76,Charter Communications,CHTR
951-83 6760,910 80-2681,Pulkit Ob,"3749 Stanton Mill Suite 845
West Jesusmouth, MA 58634",Bakersfield,Texas,Sudan,76532,(557)459-5081,اميره الخالدي,086 Kelly Plain Apt. 599,Raleigh,New Hampshire,Tunisia,30488,SWDL10242907290082,88375.19,33449.84,83711.05,1995,79218.53,70271.02,75016.17,3148.86,80778.62,99766.04,27889.37,94384.06,29129.85,84162.13,US,50592.29,18777.51,74968.12,87550.82,NC,339-73-0389,50322.17,Kimberly-Clark,KMB
989-81 5576,974-82 7620,Ye Htut Win,"Unit 6079 Box 9928
DPO AA 28528",Laredo,North Carolina,Malta,34101,648-964-3071,Sonya Adams,1790 Long Coves Suite 514,Lafayette,Illinois,Nicaragua,10318,CJQP19428829247131,54635.84,14345.25,3637.38,1999,59319.72,85257.23,43130.36,85702.16,37885.06,37849.68,23648.74,60562.51,65944.12,90574.75,US,3652.53,73432.47,11986.3,88114.01,CO,328-31-7024,44119.42,Pacific Gas and Electric,PCG
938 74-9309,991 89 7569,Dray Holden,"030 Cindy Freeway Apt. 008
South Matthew, PW 18769",Sunrise,Indiana,Armenia,84695,(795)377-9745,Bryan Richard,553 Selena Corner,Ogden,California,Bosnia and Herzegovina,69281,MTMH46702792688268,77671.08,99732.03,48110.21,2004,54427.55,91078.95,22545.64,7746.46,61982.51,48612.26,37888.33,15607.38,50758.07,772.91,US,90975.78,14060.66,95323.41,38111.64,IA,260-83-8494,13403.78,Ametek,AME
963-75-1394,973 71-7872,Devonte Allen,"2639 Jasmine Crest Suite 240
Jacobstad, DE 18836",Phoenix,Montana,Zimbabwe,52849,+1-514-616-2756,Flint Millikin,098 Theresa Ways,Iowa City,Maine,Bahrain,20898,CXSN92491994606791,95513.86,1686.2,45900.2,2014,97487.11,24546.96,31425.22,659.39,37817.42,48932.8,53333.02,41318.19,14530.22,75144.42,US,61941.3,57746.78,47380.47,83678.72,GA,152-22-8762,99856.31,Allstate,ALL
907-79-3072,924 70 4929,بسمة الشام,"USCGC Marquez
FPO AP 18121",Santa Rosa,Ohio,South Sudan,33016,+1-723-286-6081,Carol Everett,0627 Gordon Mission Suite 555,Asheville,Massachusetts,Suriname,86018,LCEW85158125211433,34198.23,84484.48,10312.62,2018,62685.19,11558.14,4750.63,56064.15,83636.29,42410.74,79719.26,54081.78,1358.67,18005.1,US,1630.31,51804.83,14039.08,74520.5,KY,699-44-3840,68507.63,Ameriprise Financial,AMP
990 79 1609,949-72-9802,Gulab Gyan,"790 Michelle Cove Suite 783
Cobbmouth, AZ 54690",Meridian,California,Cyprus,29724,+1-406-397-7193,Anita Geraldine,58852 Rebecca Knoll,Pomona,Connecticut,Benin,78949,NDGO09876654628358,95082.01,42042.19,45302.34,2008,62767.78,27613.33,43067.41,4094.08,48832.16,18011.42,88909.07,85964.4,98984.74,77077.99,US,29900.78,59027.02,82748.45,59345.17,GU,636-63-8823,93261.54,Ares Management,ARES
